"words","count"
"alejandra",3
"alejandro",14
"alejo",1
"alemanes",1
"alemania",1
"alerjarse",1
"alfa",1
"alfonso",10
"alfredo",4
"alguien",24
"algún",3
"alguna",4
"alguno",2
"aliada",1
"aliados",1
"alianza",179
"alianzas",2
"alias",1
"alías",1
"alicia",1
"alimentarse",1
"alimento",1
"alimentos",1
"alison",2
"alkombat",1
"allende",3
"alrededor",1
"alta",16
"alternancia",2
"alto",3
"alude",1
"alumna",1
"alumnos",5
"alvarado",2
"alvaréz",1
"álvarez",2
"alvarito",2
"alvaro",2
"álvaro",15
"álvaroobregón",1
"alzada",1
"alzaron",1
"amablemente",1
"amado",1
"amantes",1
"amarre",1
"amberheard",1
"ambiciosa",1
"ambienta",1
"ambiente",1
"ambos",14
"ambulantes",2
"amenaza",1
"américa",3
"americanos",1
"amiga",3
"amigas",1
"amigo",2
"amigos",3
"amigues",1
"amiguitos",1
"amílcar",2
"amlo",285
"amloelfracasopresidencial",3
"amloelmejorpresidente",1
"amloestamoscontigo",2
"amlolujodepresidente",3
"amlomasfue",1
"amlonoestasolo",1
"amo",1
"amor",2
"ana",2
"aná",1
"aña",8
"anabell",8
"análisi",1
"análisis",4
"analista",2
"añas",29
"anaya",16
"anda",2
"andamio",2
"andar",2
"andas",1
"ande",2
"anden",2
"ando",2
"andrea",5
"andrés",10
"anep",1
"ángel",19
"angelez",3
"angélica",1
"animada",1
"animal",1
"animales",1
"animalitos",1
"ánimas",1
"anime",2
"animen",1
"año",20
"añorve",1
"años",41
"ansiedad",1
"anteojos",1
"anterior",1
"anteriores",1
"anthony",1
"anti",2
"antiamlos",2
"anticovid",2
"anticuada",1
"anticuerpos",1
"antidemocráticas",1
"antonio",3
"anular",1
"anuncia",3
"anunciar",1
"anunciaron",1
"anuncias",1
"anunció",4
"apa",2
"apá",1
"apaga",2
"apagon",1
"apagón",2
"apagones",2
"aparatos",1
"aparearse",1
"aparece",1
"aparecen",1
"aparecio",1
"apareció",2
"aparición",1
"apariciones",1
"ape",1
"apellido",1
"apenas",10
"aplano",1
"aplausos",1
"aplicación",1
"aplicando",2
"aplicar",1
"aplicó",1
"aplique",1
"apo",8
"apostando",1
"apostarán",6
"apostó",2
"apostólico",1
"apoya",3
"apoyado",1
"apoyamos",1
"apoyando",1
"apoyándolos",1
"apoyar",5
"apoyarlos",3
"apoye",2
"apoyo",10
"apoyos",1
"app",123
"aprehensión",2
"aprenda",1
"aprobación",143
"aprobado",1
"aprobarse",1
"aprobó",1
"aprovechado",1
"aprovechar",1
"aprovecharse",1
"aprovechen",1
"aprueba",7
"apruebe",3
"apuesta",8
"apuntante",1
"apuntas",1
"apuntó",2
"apúrense",1
"aquaman",1
"aquellas",1
"aquellos",2
"aqui",1
"aquí",376
"aquietplace2",1
"araña",5
"aranda",1
"arar",1
"arce",2
"arcos",6
"arde",2
"ardido",3
"ardidos",1
"área",1
"arena",3
"argentina",1
"argentino",2
"arias",18
"aristegui",3
"arizona",1
"arman",1
"armando",10
"armaron",1
"armó",1
"aro",1
"aron",1
"aros",1
"arpia",1
"arranca",15
"arrancamos",11
"arrancan",3
"arrancaron",2
"arranquen",1
"arrasa",8
"arrastran",1
"arrebata",5
"arrebatado",1
"arrebatar",1
"arrebatará",5
"arrebataría",9
"arrebatarían",2
"arrebatarle",6
"arrebatarles",1
"arrebatársela",3
"arredondo",2
"arremete",1
"arrepintiendo",1
"arrestada",1
"arrestadas",2
"arriba",37
"arriesgan",1
"arriesgando",1
"arriesgarlos",1
"arrojan",5
"arrojarse",1
"arrojó",6
"arroyo",1
"arse",1
"arvizu",1
"asaltaba",1
"asaltantes",1
"asamblea",2
"ascenso",5
"asco",2
"asegura",1
"asegurada",1
"asegurado",2
"aseguran",2
"asegure",2
"aseguró",13
"asesina",1
"asesinada",1
"asesinar",1
"asesino",3
"asesinó",1
"asff",1
"asfixia",1
"asi",2
"así",111
"asilo",1
"asintomático",1
"asiste",1
"asistir",1
"asmx",1
"asolea",1
"asombra",1
"aspira",11
"aspirante",23
"aspirantes",11
"asquerosas",1
"asteca",1
"astiazarán",1
"astrazeneca",2
"asuad",1
"asumirá",1
"asunto",1
"ataca",2
"atacar",5
"ataques",1
"ataúd",1
"atencion",1
"atención",6
"atenciónciudadana",1
"atentará",1
"atentó",1
"atentos",2
"atestiguar",1
"atilano",1
"atlanta",1
"atlas",1
"atole",1
"atracciones",1
"atractivos",1
"atrapado",1
"atrás",16
"atravesó",1
"atraviesan",1
"atreve",1
"atrevió",1
"atropellado",1
"atropelló",1
"attolini",2
"audiencia",2
"auditiva",1
"aula",1
"aulas",3
"aumenta",3
"aumentar",1
"aumento",3
"aumentó",1
"aun",6
"aún",99
"aunque",35
"ausencia",3
"austeridad",1
"auténtico",1
"auto",1
"autódromo",1
"autolesiones",1
"autónomo",1
"autoridades",4
"autorizan",1
"autorizar",1
"autos",2
"aval",1
"avalan",1
"avale",1
"ávalos",8
"avance",3
"avanzado",1
"avanzan",1
"aventaja",27
"aversión",1
"avilez",3
"avión",6
"avísele",2
"avisenle",1
"avisó",1
"avni",1
"ayer",4
"ayuda",10
"ayudamos",1
"ayudanos",1
"ayudanosacompa",1
"ayudar",8
"ayudará",1
"ayudaría",1
"ayudarias",1
"ayudarlos",1
"ayudas",1
"ayude",1
"ayuden",1
"ayudó",2
"azcapotzalco",14
"azgo",1
"azinoanlo",1
"azteca",8
"aztlán",1
"aztrazeneca",1
"azucena",1
"azul",1
"baby",1
"baca",1
"badillo",1
"baéz",1
"báez",1
"bahía",1
"baia",2
"bailar",1
"baile",1
"baillères",1
"baja",258
"bajacalifornia",5
"bajacaliforniasur",3
"bajan",2
"bajar",3
"bajará",1
"bajaron",1
"bajé",1
"bajen",1
"bajo",1
"bajó",37
"balea",1
"ball",1
"banamex",1
"bancada",1
"banco",21
"bancos",7
"banda",1
"bandera",4
"banderas",1
"bano",1
"baño",2
"baños",1
"banqueta",1
"banquito",1
"banxico",14
"barajas",5
"barbaridad",1
"bares",1
"barrenderos",1
"barrera",3
"barroso",3
"base",1
"básicamente",1
"basilio",6
"basta",6
"bastión",21
"bastiones",4
"basura",9
"basuuuuraaaaa",1
"batalla",25
"batería",1
"bautista",2
"bautizo",1
"bayern",1
"bbva",1
"bcs",5
"beatriz",1
"bebé",2
"beben",1
"bebés",1
"becas",1
"bedolla",3
"been",1
"bellas",1
"belleza",1
"bello",10
"beltrones",1
"bendición",1
"bendiga",1
"benditas",1
"bendito",1
"beneficia",5
"beneficiados",1
"benefician",1
"beneficiar",1
"beneficios",46
"benéfico",1
"benites",1
"benito",35
"benjamín",2
"bentley",1
"berenice",3
"berman",11
"bernal",7
"bernardo",1
"besar",1
"bestias",1
"bety",1
"bgc",2
"bibigaytán",1
"bichito",1
"bici",1
"biden",6
"bien",31
"biencoggg",1
"billete",1
"billy",1
"bimbo",1
"biográfica",1
"biológicos",1
"bipolar",1
"bisonteamericano",1
"bisontes",2
"blackwidow",1
"blanca",2
"blanco",1
"blinda",2
"blindan",1
"bloqueo",1
"bodoque",1
"bohemian",1
"boicotaoxxo",6
"boicotfemsa",2
"bola",2
"bolaños",1
"bolero",1
"boleta",1
"bolivariana",1
"bolivia",1
"bolsa",2
"bolsas",1
"bomberos",1
"bong",1
"bonilla",7
"bonito",1
"bonitos",1
"bordo",1
"borolas",3
"borraste",2
"borunda",1
"bot",1
"botas",1
"bote",1
"botellas",1
"bots",1
"bours",11
"bowie",1
"bowl",2
"breaking",1
"breakingbad",2
"brecha",1
"breve",1
"bricet",1
"brigadadevigilanciaanimal",1
"brigadas",1
"brilla",2
"brillando",1
"británico",1
"british",1
"broma",2
"brozo",3
"bruja",1
"brujas",1
"bryan",1
"brzrkr",1
"btp4mr0feppqcfxoxqajzfnydqri20lewfirg",1
"buamitas",1
"buen",8
"buena",30
"buenas",4
"buenlunesparatodos",1
"bueno",22
"buenos",6
"bufones",1
"bullici",1
"burla",10
"burlan",1
"burlándose",1
"burlaron",1
"burle",1
"busca",106
"buscan",7
"buscando",7
"buscar",6
"buscará",53
"buscaría",6
"buscas",9
"busque",4
"búsqueda",4
"busquen",1
"busques",97
"bustamante",3
"buyers",1
"cabales",1
"caballero",1
"caballeros",2
"cabe",5
"cabecillas",1
"cabello",1
"cabeza",98
"cabezas",1
"cabina",1
"cabos",2
"cabron",1
"cabrón",1
"cabrona",1
"cacas",4
"cacerolazo",1
"cacho",2
"cachó",1
"cada",10
"cadáver",1
"cadenas",2
"cae",10
"caen",1
"caer",2
"cagadon",1
"caída",4
"caigas",1
"caíste",1
"cajera",1
"calabaza",1
"calderon",2
"calderón",8
"califica",2
"calificación",3
"calificaciones",1
"califican",7
"calificaron",13
"calificas",1
"califo",5
"california",224
"calla",1
"callada",1
"calladita",1
"calladitos",2
"callado",1
"calle",6
"callejeros",2
"callense",1
"caller",21
"calles",1
"calzado",1
"cam",1
"cámara",34
"cámaras",2
"camarón",1
"camas",1
"cambiar",5
"cambiarlo",1
"cambiarloo",1
"cambiarlos",2
"cambien",1
"cambio",3
"cameo",1
"cameraz",2
"caminando",1
"camino",5
"caminos",1
"camiseta",1
"camita",1
"can",1
"canal",1
"canales",1
"canallada",1
"canallin",1
"cancela",2
"cancelada",1
"cancelar",2
"canceló",3
"cáncer",2
"canción",2
"canciones",1
"cancún",5
"candiacoyoacán",1
"candidata",67
"candidatas",1
"candidato",217
"candidatos",96
"candidatura",35
"candidaturas",2
"canelo",1
"cañón",1
"cañona",2
"cansados",1
"canta",1
"cantada",1
"cantante",1
"cantidad",2
"cantú",9
"capital",80
"capitán",2
"capitolio",2
"capítulo",1
"captada",1
"captado",1
"captados",2
"captar",2
"cara",11
"caracteriza",1
"carajo",1
"caramelo",1
"caray",1
"cárcel",4
"cardenales",1
"cardona",2
"careos",12
"caretas",1
"cargan",1
"cargando",1
"cargar",1
"cargo",2
"cargos",40
"carlos",52
"carmen",4
"carnage",1
"carne",3
"caro",1
"carpinteiro",2
"carranza",5
"carreon",1
"carreón",3
"carrera",12
"carrillo",2
"carrizales",2
"carroñera",1
"carsel",1
"carson",1
"casa",75
"casaron",1
"casarse",1
"casas",5
"casero",1
"casey",1
"casi",37
"caso",37
"cast",1
"castañeda",1
"castigará",1
"castigas",1
"castigo",1
"castillo",7
"casting",1
"castro",24
"casualidad",1
"casualmente",3
"catálogo",1
"catapultar",2
"causa",4
"causado",2
"causan",1
"causante",1
"causarme",1
"cayeron",1
"cayó",1
"caza",1
"cazar",1
"cdmx",32
"ceballos",2
"cee",1
"celebra",2
"celebren",1
"celia",1
"celular",44
"cena",1
"cenadora",1
"cenas",1
"censura",3
"censuren",1
"centeno",1
"central",31
"centro",5
"cepa",1
"cepal",1
"cerca",16
"cercana",5
"cercanía",7
"cercano",13
"cercanos",1
"cerebro",1
"ceremonia",1
"cerillitos",1
"cero",2
"cerrada",22
"cerradísima",1
"cerrado",1
"cerrados",3
"cerrando",2
"cerrar",9
"cerrarán",2
"cerrarse",3
"cerraste",2
"cerró",1
"ces2021",1
"césar",1
"cevallos",3
"cfe",7
"cha",1
"chacho",1
"chafa",1
"chaforma",2
"chairitos",2
"chairo",1
"chairos",10
"chalamet",1
"chalco",4
"chamba",4
"change",1
"channel",2
"chapo",2
"chapultepec",2
"charlar",1
"charro",1
"chat",1
"chatarra",1
"chavo",1
"chavos",2
"chayo",1
"chayote",4
"chayotera",1
"chayoteras",2
"chayotero",3
"chayoteros",1
"chayotito",2
"checa",4
"cheinbaum",1
"chente",1
"chequen",1
"chicas",1
"chicos",1
"chiguil",1
"chíguil",4
"chihuah",1
"chihuahua",187
"china",6
"chinga",1
"chingar",1
"chingaron",2
"chingatelos",1
"chingo",1
"chingón",1
"chingona",1
"chingones",1
"chiqui",1
"chisme",2
"chismes",1
"chiste",2
"chistes",1
"chistosa",1
"chocoflan",1
"chocolatero",1
"choferes",1
"choque",1
"christian",11
"christopher",1
"chumel",1
"cie",8
"ciencia",3
"cienfuegos",3
"científica",1
"científicamente",1
"científicos",1
"ciento",3
"cientos",2
"cierra",14
"cierran",2
"cifra",1
"cifras",1
"cima",2
"cinco",8
"cine",4
"cinemex",1
"cinépolis",2
"cines",9
"cínico",1
"cinismo",1
"cinta",10
"cintas",1
"circo",1
"circulaenredes",1
"circulan",1
"ciro",6
"cirogomezleyva",1
"cisneros",3
"cita",3
"citlalli",1
"ciudad",15
"ciudadan",1
"ciudadanas",10
"ciudadanía",16
"ciudadano",33
"ciudadanos",116
"ciudadjuarez",1
"civil",1
"claaaaaro",1
"clandestinas",1
"clara",3
"claramente",2
"claro",13
"clarooo",1
"clase",2
"clases",22
"clásico",1
"clásicos",1
"clasista",2
"claudia",18
"claudio",4
"claudioxgonzales",1
"clave",44
"clic",56
"click",2
"clínica",1
"clítoris",1
"clonaditos",1
"cluadio",1
"club",1
"clubes",1
"cnhj",1
"coahuila",5
"coal",1
"coalición",26
"cobarde",3
"cobardes",1
"cobija",1
"cobra",2
"cobrador",1
"cobran",2
"cobrando",1
"cobrar",3
"cobró",1
"cocktail",1
"cocodrilo",1
"cofepris",1
"coherente",1
"coincida",5
"coincide",3
"coinciden",6
"coincidencia",1
"colaboración",29
"colapsó",1
"colectiva",2
"colectivos",1
"colegio",1
"colgando",2
"colima",158
"collider",1
"colmo",2
"colo",1
"coloca",17
"colocan",3
"colocándose",2
"colocar",3
"colocaron",3
"colocarse",1
"colocó",10
"colonia",2
"coloquen",1
"color",2
"colores",1
"colosio",23
"colts",1
"columna",1
"coman",1
"comandante",1
"comba",1
"come",1
"comedero",1
"comen",1
"comenta",1
"comentario",1
"comentarios",1
"comentó",1
"comenzado",2
"comenzar",1
"comenzará",1
"comenzaremos",1
"comenzaron",6
"comenzó",1
"comer",6
"comercial",2
"comercialización",1
"comercializar",1
"comerciante",1
"comercios",1
"cometido",1
"cómic",1
"comicios",9
"comics",1
"comida",3
"comiencen",1
"comienza",25
"comienzan",5
"comipems2021",1
"comisión",2
"comlpleta",1
"cómo",559
"cómoda",1
"compa",22
"compadrazgo",1
"compadre",1
"compadritos",1
"compañera",1
"compañeros",1
"compañía",2
"comparado",1
"comparados",1
"comparan",1
"comparar",1
"competencia",2
"competir",3
"competirá",1
"competirán",9
"competo",1
"compilar",1
"compleeeto",1
"complejos",1
"completa",20
"completamente",2
"completo",5
"completó",1
"complicado",1
"complices",1
"cómplices",1
"compra",3
"comprado",1
"comprando",1
"comprar",4
"comprobada",1
"comprobado",1
"comprobar",1
"compromisos",1
"computadora",1
"computadoras",1
"común",2
"comunicación",2
"comunicado",2
"comunican",1
"comunidad",2
"comunidades",1
"comunitario",1
"concacaf",1
"concedieron",2
"concentra",53
"concentrador",3
"concentradora",65
"concentramos",1
"concentran",1
"concentrará",3
"concie",1
"conciencia",1
"concluir",1
"concuerdo",2
"condena",1
"condenan",1
"condición",2
"condicional",2
"condiciones",1
"condón",1
"condona",1
"condonaciones",1
"condonan",1
"conducción",1
"conducir",1
"conductor",4
"conductores",2
"conectado",1
"confiable",2
"confiables",1
"confiado",1
"confían",1
"confianza",32
"confié",1
"confinamiento",1
"confirma",3
"confirmado",5
"confirmo",1
"confirmó",3
"conformada",9
"conformado",2
"conforman",13
"conformar",1
"conforme",1
"conformó",1
"confrontación",2
"congreso",14
"congruencia",1
"conj",1
"conjunta",2
"conjunto",1
"conmemoración",1
"conmigo",1
"conoce",67
"conocer",25
"conocerá",1
"conocerán",1
"conocida",5
"conocido",11
"conocidos",4
"conocimiento",2
"conoser",1
"conozco",1
"consecutiva",1
"conseguir",1
"consejeros",1
"consejo",1
"conserva",1
"conservar",9
"conservaría",3
"considera",27
"considerable",4
"considerada",1
"considerado",3
"considerados",1
"consideran",7
"considerando",1
"considero",1
"consiente",1
"consigna",1
"consignan",1
"consignas",1
"consiste",2
"consolida",1
"consolide",1
"constante",1
"constantes",1
"constitución",1
"construirl",1
"construye",1
"consulta",14
"consultarlas",1
"consultas",1
"consultora",1
"consultores",9
"consultoria",1
"consultoría",3
"consumo",2
"contáctanos",5
"contactarnos",7
"contagiaba",1
"contagiada",1
"contagiado",1
"contagiar",1
"contagies",1
"contagio",1
"contagió",1
"contagios",5
"contaminantes",1
"contamos",7
"contar",1
"contará",1
"contarnos",1
"contender",11
"contendiente",1
"contenido",9
"contento",1
"contentos",1
"conteo",1
"contestado",1
"conteste",1
"contexto",3
"contienda",123
"contiende",2
"contigo",4
"continente",1
"continúa",5
"continuas",1
"continúe",7
"contradicciones",1
"contradicen",1
"contraer",1
"contraerlo",1
"contraproducentes",1
"contrario",4
"contrata",2
"contratado",1
"contratar",1
"contratarlo",1
"contrato",6
"contratos",3
"contreras",6
"control",3
"controlado",1
"controlan",1
"conve",10
"convence",3
"convencen",3
"convencer",13
"conveniente",1
"convenza",1
"conversación",22
"conversaciones",1
"conversamos",1
"convi",3
"conviene",3
"convivencia",1
"convoca",1
"cooperado",1
"cooperando",1
"coopero",1
"copiar",1
"cora",1
"coraje",5
"corazón",3
"cordero",2
"cordova",1
"corichi",1
"coronavirus",6
"coronel",2
"corporación",1
"corral",6
"corre",2
"correa",1
"correcta",1
"correctas",1
"correo",3
"corresponde",9
"correspondiente",2
"corrido",1
"corriendo",1
"corriente",1
"corrupción",18
"cosa",1
"cosas",14
"cosio",2
"costado",2
"costarle",1
"costco",1
"costo",4
"costosas",1
"costumbre",1
"covarrubias",2
"covid",29
"covid19",15
"covidiota",2
"cowboys",1
"coyoacán",25
"cranston",2
"creada",1
"crear",2
"creativa",1
"crece",3
"crecen",1
"crecido",1
"creciendo",1
"crecieron",3
"crecimiento",3
"creció",1
"credibilidad",5
"crédito",2
"créditos",2
"cree",23
"creed",1
"creel",5
"creen",13
"creer",1
"crees",3
"creíble",3
"creo",9
"crepúsculo",1
"creyendo",1
"creyeron",1
"creyó",1
"crimenes",1
"crímenes",2
"criminales",1
"crisis",3
"cristal",1
"cristóbal",6
"criticado",1
"critican",2
"criticar",1
"criticarlo",1
"criticas",1
"críticas",7
"criticized",1
"criticó",1
"cruda",1
"crudit",1
"cruella",1
"cruiser",1
"ctm",1
"cua",28
"cuajimalpa",29
"cuál",24
"cuales",1
"cuáles",7
"cualquier",3
"cuanta",1
"cuantas",1
"cuanto",1
"cuánto",2
"cuántos",12
"cuaresma",2
"cuatro",3
"cuauhtémoc",8
"cubrebocas",6
"cubriendo",1
"cuéllar",12
"cuenta",46
"cuentame",1
"cuentan",3
"cuentas",3
"cuente",1
"cuéntenos",1
"cuernavaca",5
"cuero",1
"cuerpazo",1
"cuerpo",1
"cuestas",1
"cuestión",28
"cuestiona",1
"cuestionan",1
"cuevas",3
"cuida",1
"cuidado",3
"cuidarlos",1
"cuidarse",1
"cuide",1
"culiacán",9
"culpa",4
"culpabilidad",1
"culpable",1
"culpables",1
"culpar",4
"culpó",1
"culturas",1
"cumple",2
"cumpleaños",2
"cumplen",1
"cumplido",3
"cuna",2
"cuñado",1
"cupo",1
"curioso",2
"curp",1
"curso",2
"curules",4
"curva",1
"czar",1
"daban",1
"dado",3
"dafoe",1
"daft",1
"daftpunk",1
"daily",1
"dale",7
"dallas",1
"damas",1
"damián",1
"damos",5
"dan",9
"dán",1
"dando",6
"daniel",11
"daño",1
"dar",54
"dará",18
"darán",2
"darcylewis",1
"daremos",2
"daría",6
"darían",6
"darías",1
"dario",1
"darío",1
"darle",10
"darles",6
"das",2
"datos",1025
"david",16
"davidfincher",1
"dávila",1
"dea",1
"debajo",1
"debate",3
"debe",18
"debemos",7
"deben",5
"deberia",1
"debería",5
"deberíamos",2
"deberían",4
"deberías",7
"debes",1
"debido",6
"débil",1
"débiles",1
"debió",2
"debutará",1
"décadas",1
"decálogo",1
"decantan",2
"decantarán",4
"decantaron",1
"decantarse",1
"decenas",1
"decencia",1
"decepción",7
"decepcionado",3
"decepcionados",4
"decesos",1
"deci",2
"decían",1
"decidan",2
"decide",25
"deciden",2
"decidida",1
"decidido",9
"decididos",1
"decidió",2
"decidirán",1
"decidirse",2
"decimos",19
"decir",2
"decirle",1
"decision",1
"decisión",7
"decisiones",33
"decisivos",1
"declara",1
"declaraciones",1
"declarado",1
"declaró",1
"declina",1
"decomisados",1
"decrece",1
"dedica",1
"dedícate",1
"dedo",1
"dedos",2
"defender",3
"defendido",2
"defendiendo",1
"defensa",1
"defensivo",1
"defensor",1
"defensores",1
"defiendan",2
"defiende",3
"defienden",1
"definan",1
"define",19
"definen",9
"definida",3
"definido",7
"definidos",2
"definiéndose",1
"definió",2
"definir",1
"definitivamente",3
"defunción",1
"deja",4
"dejado",2
"dejame",1
"dejamos",2
"dejan",1
"dejando",12
"dejar",8
"dejará",1
"dejarlos",1
"dejarnos",1
"dejaste",2
"deje",4
"dejen",5
"dejes",7
"dejir",1
"dejo",2
"dejó",2
"delante",1
"delantera",95
"delgado",7
"delictivos",1
"delincuencia",1
"delincuentes",1
"delito",5
"delitos",3
"demanda",3
"demandan",1
"demandar",1
"demande",1
"demanden",1
"demarcación",16
"demarcaciones",2
"demás",2
"demasiado",1
"democracia",2
"democrática",1
"demos",171
"demoscopia",13
"demostracking",8
"demostrar",1
"demostrarnos",1
"demostró",1
"demotecnia",1
"dempsey",1
"demuestra",2
"demuestran",2
"den",5
"denis",2
"denise",4
"denles",1
"dentro",6
"denuestroinbox",1
"denuncia",5
"denunciado",1
"denuncian",2
"denunciar",2
"denuncias",2
"denunció",1
"denzel",1
"dep",1
"dependemos",1
"dependen",3
"depo",3
"depositar",1
"depresión",1
"derecha",4
"derechairos",1
"derechangos",1
"derecho",1
"derechos",2
"derivó",1
"derrotad",1
"derrotada",1
"derrumba",4
"desacuerdo",8
"desafo",2
"desaparecer",3
"desaparecerá",1
"desaparecida",1
"desaparecidos",8
"desaparición",1
"desaprueba",6
"desaprueban",1
"desarrollada",1
"desarrollo",2
"descansado",1
"descanse",1
"descanso",1
"descarga",59
"descargado",7
"descárgala",17
"descargar",12
"descargaste",11
"descaro",1
"descarrila",1
"descenso",1
"descomposición",1
"desconectarme",1
"desconfían",1
"desconocidos",1
"descontento",16
"descubre",48
"descúbrelo",164
"descubrió",1
"descubrir",3
"descuento",237
"desdiadentro",1
"desea",5
"deseamos",2
"desembocar",1
"desempeño",35
"desencantada",1
"deseos",1
"desesperado",1
"desestabilizar",1
"desestimado",1
"desgarrándose",1
"desgracia",1
"desgracias",1
"designa",1
"designado",1
"desinfectante",1
"desinformación",2
"desinteres",1
"desmad",1
"desmaya",1
"desmentida",1
"desmentir",1
"desmentirlos",1
"despachan",1
"despegado",1
"despegar",1
"despegó",1
"despenaliza",1
"desperdiciar",1
"despídete",1
"desploma",1
"desplomado",1
"desprende",1
"desprendió",1
"desprestigia",1
"desprestigiar",3
"despues",2
"después",15
"destaca",3
"destacados",1
"destacan",2
"destapa",1
"destaque",4
"destino",2
"destituye",1
"destrozó",1
"destruye",1
"detalle",2
"detalles",3
"detectan",1
"detectar",1
"detectó",1
"detención",1
"detenerlos",1
"detenidos",2
"determinantes",1
"determinó",1
"detienen",2
"detrás",9
"detuvieran",1
"detuvieron",3
"detuvo",2
"devoción",2
"devolverá",1
"devolviendo",1
"devolvió",1
"día",45
"diablo",1
"díadelabandera",1
"díadelamujermexicana",1
"díadelejércitomexicano",1
"díadelperiodista",1
"diainternacionaldelamujer",1
"dialogo",2
"diálogos",1
"diana",2
"diariamente",1
"diario",3
"días",9
"dice",42
"dicen",6
"dices",1
"dicha",2
"dicho",2
"dichos",1
"dichoso",1
"diciembre",3
"diciendo",4
"diego",3
"dieran",1
"dieron",7
"difamacion",3
"difamación",2
"difamando",1
"difamasion",3
"diferencia",32
"diferencias",2
"diferente",7
"diferentes",1
"difícil",2
"dificiles",1
"dificultades",1
"difundas",1
"difundir",2
"difusion",1
"diga",4
"digan",3
"díganle",2
"digannos",1
"digas",1
"digital",13
